combined_index,source_run,source_index,timestamp,bit,p0,p1,confidence,model,elapsed_ms,input_tokens,output_tokens
199,random-bits-20260922-094842-551239,199,2026-09-22T09:50:19.898966+08:00,0,0.71,0.29,0.41,jev-1.13.0,365.48,310,31
200,random-bits-20260922-094842-551239,200,2026-09-22T09:50:20.264739+08:00,0,0.7,0.3,0.39,jev-1.13.0,358.7,310,31
201,random-bits-20260922-101742-274937,1,2026-09-22T10:17:42.280366+08:00,0,0.69,0.31,0.39,jev-1.13.0,1237.15,310,31
202,random-bits-20260922-101742-274937,2,2026-09-22T10:17:43.517953+08:00,0,0.7,0.3,0.4,jev-1.13.0,1253.77,310,31
203,random-bits-20260922-101742-274937,3,2026-09-22T10:17:44.772045+08:00,0,0.69,0.31,0.37,jev-1.13.0,461.43,310,31
204,random-bits-20260922-101742-274937,4,2026-09-22T10:17:45.235105+08:00,0,0.68,0.32,0.36,jev-1.13.0,409.35,310,31
205,random-bits-20260922-101742-274937,5,2026-09-22T10:17:45.644939+08:00,0,0.68,0.32,0.36,jev-1.13.0,466.89,310,31
206,random-bits-20260922-101742-274937,6,2026-09-22T10:17:46.112150+08:00,0,0.69,0.31,0.38,jev-1.13.0,440.23,310,31
207,random-bits-20260922-101742-274937,7,2026-09-22T10:17:46.552633+08:00,0,0.7,0.3,0.4,jev-1.13.0,406.82,310,31
208,random-bits-20260922-101742-274937,8,2026-09-22T10:17:46.959728+08:00,0,0.67,0.33,0.33,jev-1.13.0,424.97,310,31
209,random-bits-20260922-101742-274937,9,2026-09-22T10:17:47.384977+08:00,0,0.68,0.32,0.35,jev-1.13.0,424.61,310,31
210,random-bits-20260922-101742-274937,10,2026-09-22T10:17:47.811170+08:00,0,0.69,0.31,0.37,jev-1.13.0,447.66,310,31
211,random-bits-20260922-101742-274937,11,2026-09-22T10:17:48.259199+08:00,0,0.66,0.34,0.32,jev-1.13.0,447.33,310,31
212,random-bits-20260922-101742-274937,12,2026-09-22T10:17:48.706804+08:00,0,0.72,0.28,0.43,jev-1.13.0,446.33,310,31
213,random-bits-20260922-101742-274937,13,2026-09-22T10:17:49.153424+08:00,0,0.66,0.34,0.32,jev-1.13.0,438.6,310,31
214,random-bits-20260922-101742-274937,14,2026-09-22T10:17:49.592293+08:00,0,0.67,0.33,0.33,jev-1.13.0,435.19,310,31
215,random-bits-20260922-101742-274937,15,2026-09-22T10:17:50.027728+08:00,0,0.69,0.31,0.38,jev-1.13.0,947.1,310,31
216,random-bits-20260922-101742-274937,16,2026-09-22T10:17:50.975116+08:00,0,0.68,0.32,0.37,jev-1.13.0,433.26,310,31
217,random-bits-20260922-101742-274937,17,2026-09-22T10:17:51.408600+08:00,0,0.7,0.3,0.41,jev-1.13.0,472.63,310,31
218,random-bits-20260922-101742-274937,18,2026-09-22T10:17:51.881545+08:00,0,0.67,0.33,0.33,jev-1.13.0,423.78,310,31
219,random-bits-20260922-101742-274937,19,2026-09-22T10:17:52.305551+08:00,0,0.66,0.34,0.32,jev-1.13.0,1038.93,310,31
220,random-bits-20260922-101742-274937,20,2026-09-22T10:17:53.344783+08:00,0,0.65,0.35,0.3,jev-1.13.0,527.56,310,31
221,random-bits-20260922-101742-274937,21,2026-09-22T10:17:53.873338+08:00,0,0.7,0.3,0.41,jev-1.13.0,443.61,310,31
222,random-bits-20260922-101742-274937,22,2026-09-22T10:17:54.317174+08:00,0,0.7,0.3,0.4,jev-1.13.0,958.21,310,31
223,random-bits-20260922-101742-274937,23,2026-09-22T10:17:55.275630+08:00,0,0.69,0.31,0.39,jev-1.13.0,514.42,310,31
224,random-bits-20260922-101742-274937,24,2026-09-22T10:17:55.790512+08:00,0,0.7,0.3,0.41,jev-1.13.0,482.51,310,31
225,random-bits-20260922-101742-274937,25,2026-09-22T10:17:56.273339+08:00,0,0.68,0.32,0.37,jev-1.13.0,423.15,310,31
226,random-bits-20260922-101742-274937,26,2026-09-22T10:17:56.696811+08:00,0,0.71,0.29,0.41,jev-1.13.0,435.44,310,31
227,random-bits-20260922-101742-274937,27,2026-09-22T10:17:57.132648+08:00,0,0.69,0.31,0.38,jev-1.13.0,409.88,310,31
228,random-bits-20260922-101742-274937,28,2026-09-22T10:17:57.542868+08:00,0,0.68,0.32,0.36,jev-1.13.0,911.23,310,31
229,random-bits-20260922-101742-274937,29,2026-09-22T10:17:58.454366+08:00,0,0.7,0.3,0.4,jev-1.13.0,422.55,310,31
230,random-bits-20260922-101742-274937,30,2026-09-22T10:17:58.877171+08:00,0,0.68,0.32,0.36,jev-1.13.0,449.19,310,31
231,random-bits-20260922-101742-274937,31,2026-09-22T10:17:59.326578+08:00,0,0.69,0.31,0.38,jev-1.13.0,451.66,310,31
232,random-bits-20260922-101742-274937,32,2026-09-22T10:17:59.778512+08:00,0,0.66,0.34,0.32,jev-1.13.0,815.94,310,31
233,random-bits-20260922-101742-274937,33,2026-09-22T10:18:00.594716+08:00,0,0.68,0.32,0.36,jev-1.13.0,432.35,310,31
234,random-bits-20260922-101742-274937,34,2026-09-22T10:18:01.027383+08:00,0,0.69,0.31,0.38,jev-1.13.0,459.92,310,31
235,random-bits-20260922-101742-274937,35,2026-09-22T10:18:01.487539+08:00,0,0.72,0.28,0.43,jev-1.13.0,458.52,310,31
236,random-bits-20260922-101742-274937,36,2026-09-22T10:18:01.946320+08:00,0,0.7,0.3,0.4,jev-1.13.0,761.56,310,31
237,random-bits-20260922-101742-274937,37,2026-09-22T10:18:02.708154+08:00,0,0.71,0.29,0.41,jev-1.13.0,452.14,310,31
238,random-bits-20260922-101742-274937,38,2026-09-22T10:18:03.160561+08:00,0,0.67,0.33,0.34,jev-1.13.0,475.75,310,31
239,random-bits-20260922-101742-274937,39,2026-09-22T10:18:03.636627+08:00,0,0.68,0.32,0.37,jev-1.13.0,449.6,310,31
240,random-bits-20260922-101742-274937,40,2026-09-22T10:18:04.086452+08:00,0,0.71,0.29,0.43,jev-1.13.0,928.87,310,31
241,random-bits-20260922-101742-274937,41,2026-09-22T10:18:05.015767+08:00,0,0.71,0.29,0.41,jev-1.13.0,514.57,310,31
242,random-bits-20260922-101742-274937,42,2026-09-22T10:18:05.530719+08:00,0,0.67,0.33,0.33,jev-1.13.0,423.99,310,31
243,random-bits-20260922-101742-274937,43,2026-09-22T10:18:05.955006+08:00,0,0.67,0.33,0.34,jev-1.13.0,464.42,310,31
244,random-bits-20260922-101742-274937,44,2026-09-22T10:18:06.419633+08:00,0,0.69,0.31,0.38,jev-1.13.0,420.18,310,31
245,random-bits-20260922-101742-274937,45,2026-09-22T10:18:06.840036+08:00,0,0.68,0.32,0.36,jev-1.13.0,430.18,310,31
246,random-bits-20260922-101742-274937,46,2026-09-22T10:18:07.270447+08:00,0,0.67,0.33,0.34,jev-1.13.0,495.49,310,31
247,random-bits-20260922-101742-274937,47,2026-09-22T10:18:07.766253+08:00,0,0.67,0.33,0.34,jev-1.13.0,441.41,310,31
248,random-bits-20260922-101742-274937,48,2026-09-22T10:18:08.207939+08:00,0,0.68,0.32,0.36,jev-1.13.0,428.76,310,31
249,random-bits-20260922-101742-274937,49,2026-09-22T10:18:08.637007+08:00,0,0.72,0.28,0.43,jev-1.13.0,425.1,310,31
250,random-bits-20260922-101742-274937,50,2026-09-22T10:18:09.062588+08:00,0,0.68,0.32,0.36,jev-1.13.0,444.23,310,31
251,random-bits-20260922-101742-274937,51,2026-09-22T10:18:09.507199+08:00,0,0.66,0.34,0.32,jev-1.13.0,430.01,310,31
252,random-bits-20260922-101742-274937,52,2026-09-22T10:18:09.937460+08:00,0,0.66,0.34,0.32,jev-1.13.0,464.78,310,31
253,random-bits-20260922-101742-274937,53,2026-09-22T10:18:10.402546+08:00,0,0.7,0.3,0.39,jev-1.13.0,931.19,310,31
254,random-bits-20260922-101742-274937,54,2026-09-22T10:18:11.334070+08:00,0,0.68,0.32,0.37,jev-1.13.0,432.84,310,31
255,random-bits-20260922-101742-274937,55,2026-09-22T10:18:11.767182+08:00,0,0.7,0.3,0.4,jev-1.13.0,492.53,310,31
256,random-bits-20260922-101742-274937,56,2026-09-22T10:18:12.259971+08:00,0,0.66,0.34,0.33,jev-1.13.0,502.56,310,31
257,random-bits-20260922-101742-274937,57,2026-09-22T10:18:12.762791+08:00,0,0.67,0.33,0.35,jev-1.13.0,489.4,310,31
258,random-bits-20260922-101742-274937,58,2026-09-22T10:18:13.252419+08:00,0,0.7,0.3,0.41,jev-1.13.0,437.91,310,31
259,random-bits-20260922-101742-274937,59,2026-09-22T10:18:13.690726+08:00,0,0.7,0.3,0.4,jev-1.13.0,443.18,310,31
260,random-bits-20260922-101742-274937,60,2026-09-22T10:18:14.134123+08:00,0,0.69,0.31,0.37,jev-1.13.0,475.61,310,31
261,random-bits-20260922-101742-274937,61,2026-09-22T10:18:14.610068+08:00,0,0.7,0.3,0.39,jev-1.13.0,404.98,310,31
262,random-bits-20260922-101742-274937,62,2026-09-22T10:18:15.015379+08:00,0,0.68,0.32,0.36,jev-1.13.0,445.78,310,31
263,random-bits-20260922-101742-274937,63,2026-09-22T10:18:15.461374+08:00,0,0.67,0.33,0.34,jev-1.13.0,515.69,310,31
264,random-bits-20260922-101742-274937,64,2026-09-22T10:18:15.977471+08:00,0,0.67,0.33,0.33,jev-1.13.0,440.9,310,31
265,random-bits-20260922-101742-274937,65,2026-09-22T10:18:16.418643+08:00,0,0.68,0.32,0.37,jev-1.13.0,945.98,310,31
266,random-bits-20260922-101742-274937,66,2026-09-22T10:18:17.365015+08:00,0,0.68,0.32,0.37,jev-1.13.0,460.31,310,31
267,random-bits-20260922-101742-274937,67,2026-09-22T10:18:17.825547+08:00,0,0.71,0.29,0.42,jev-1.13.0,479.54,310,31
268,random-bits-20260922-101742-274937,68,2026-09-22T10:18:18.305362+08:00,0,0.66,0.34,0.31,jev-1.13.0,424.36,310,31
269,random-bits-20260922-101742-274937,69,2026-09-22T10:18:18.730062+08:00,0,0.7,0.3,0.39,jev-1.13.0,409.82,310,31
270,random-bits-20260922-101742-274937,70,2026-09-22T10:18:19.140101+08:00,0,0.71,0.29,0.42,jev-1.13.0,427.11,310,31
271,random-bits-20260922-101742-274937,71,2026-09-22T10:18:19.567477+08:00,0,0.66,0.34,0.32,jev-1.13.0,419.9,310,31
272,random-bits-20260922-101742-274937,72,2026-09-22T10:18:19.987715+08:00,0,0.66,0.34,0.32,jev-1.13.0,411.95,310,31
273,random-bits-20260922-101742-274937,73,2026-09-22T10:18:20.399915+08:00,0,0.71,0.29,0.41,jev-1.13.0,449.43,310,31
274,random-bits-20260922-101742-274937,74,2026-09-22T10:18:20.849562+08:00,0,0.69,0.31,0.39,jev-1.13.0,460.44,310,31
275,random-bits-20260922-101742-274937,75,2026-09-22T10:18:21.310231+08:00,0,0.7,0.3,0.4,jev-1.13.0,404.29,310,31
276,random-bits-20260922-101742-274937,76,2026-09-22T10:18:21.714875+08:00,0,0.68,0.32,0.36,jev-1.13.0,443.48,310,31
277,random-bits-20260922-101742-274937,77,2026-09-22T10:18:22.158572+08:00,0,0.67,0.33,0.33,jev-1.13.0,428.03,310,31
278,random-bits-20260922-101742-274937,78,2026-09-22T10:18:22.586864+08:00,0,0.69,0.31,0.37,jev-1.13.0,1168.9,310,31
279,random-bits-20260922-101742-274937,79,2026-09-22T10:18:23.756008+08:00,0,0.67,0.33,0.34,jev-1.13.0,463.69,310,31
280,random-bits-20260922-101742-274937,80,2026-09-22T10:18:24.219960+08:00,0,0.68,0.32,0.35,jev-1.13.0,402.51,310,31
281,random-bits-20260922-101742-274937,81,2026-09-22T10:18:24.622713+08:00,0,0.69,0.31,0.37,jev-1.13.0,468.02,310,31
282,random-bits-20260922-101742-274937,82,2026-09-22T10:18:25.091000+08:00,0,0.66,0.34,0.32,jev-1.13.0,411.55,310,31
283,random-bits-20260922-101742-274937,83,2026-09-22T10:18:25.502786+08:00,0,0.69,0.31,0.39,jev-1.13.0,453.9,310,31
284,random-bits-20260922-101742-274937,84,2026-09-22T10:18:25.956999+08:00,0,0.7,0.3,0.39,jev-1.13.0,1174.98,310,31
285,random-bits-20260922-101742-274937,85,2026-09-22T10:18:27.132261+08:00,0,0.7,0.3,0.4,jev-1.13.0,459.91,310,31
286,random-bits-20260922-101742-274937,86,2026-09-22T10:18:27.592464+08:00,0,0.66,0.34,0.32,jev-1.13.0,691.85,310,31
287,random-bits-20260922-101742-274937,87,2026-09-22T10:18:28.284579+08:00,0,0.68,0.32,0.36,jev-1.13.0,438.54,310,31
288,random-bits-20260922-101742-274937,88,2026-09-22T10:18:28.723435+08:00,0,0.7,0.3,0.39,jev-1.13.0,413.07,310,31
289,random-bits-20260922-101742-274937,89,2026-09-22T10:18:29.136785+08:00,0,0.68,0.32,0.36,jev-1.13.0,442.24,310,31
290,random-bits-20260922-101742-274937,90,2026-09-22T10:18:29.579298+08:00,0,0.71,0.29,0.42,jev-1.13.0,776.43,310,31
291,random-bits-20260922-101742-274937,91,2026-09-22T10:18:30.355972+08:00,0,0.69,0.31,0.38,jev-1.13.0,407.03,310,31
292,random-bits-20260922-101742-274937,92,2026-09-22T10:18:30.763270+08:00,0,0.69,0.31,0.38,jev-1.13.0,439.66,310,31
293,random-bits-20260922-101742-274937,93,2026-09-22T10:18:31.203194+08:00,0,0.69,0.31,0.38,jev-1.13.0,951.43,310,31
294,random-bits-20260922-101742-274937,94,2026-09-22T10:18:32.154907+08:00,0,0.69,0.31,0.38,jev-1.13.0,938.12,310,31
295,random-bits-20260922-101742-274937,95,2026-09-22T10:18:33.093281+08:00,0,0.68,0.32,0.36,jev-1.13.0,421.34,310,31
296,random-bits-20260922-101742-274937,96,2026-09-22T10:18:33.514908+08:00,0,0.69,0.31,0.39,jev-1.13.0,480.22,310,31
297,random-bits-20260922-101742-274937,97,2026-09-22T10:18:33.995455+08:00,0,0.67,0.33,0.33,jev-1.13.0,749.36,310,31
298,random-bits-20260922-101742-274937,98,2026-09-22T10:18:34.745059+08:00,0,0.68,0.32,0.36,jev-1.13.0,468.26,310,31
299,random-bits-20260922-101742-274937,99,2026-09-22T10:18:35.213628+08:00,0,0.65,0.35,0.31,jev-1.13.0,459.53,310,31
300,random-bits-20260922-101742-274937,100,2026-09-22T10:18:35.673554+08:00,0,0.71,0.29,0.42,jev-1.13.0,422.51,310,31
301,random-bits-20260922-101742-274937,101,2026-09-22T10:18:36.096395+08:00,0,0.67,0.33,0.35,jev-1.13.0,471.35,310,31
302,random-bits-20260922-101742-274937,102,2026-09-22T10:18:36.567980+08:00,0,0.72,0.28,0.44,jev-1.13.0,470.44,310,31
303,random-bits-20260922-101742-274937,103,2026-09-22T10:18:37.038691+08:00,0,0.71,0.29,0.42,jev-1.13.0,447.51,310,31
304,random-bits-20260922-101742-274937,104,2026-09-22T10:18:37.486443+08:00,0,0.71,0.29,0.42,jev-1.13.0,449.2,310,31
305,random-bits-20260922-101742-274937,105,2026-09-22T10:18:37.935921+08:00,0,0.7,0.3,0.41,jev-1.13.0,436.98,310,31
306,random-bits-20260922-101742-274937,106,2026-09-22T10:18:38.373173+08:00,0,0.7,0.3,0.39,jev-1.13.0,461.27,310,31
307,random-bits-20260922-101742-274937,107,2026-09-22T10:18:38.834660+08:00,0,0.7,0.3,0.4,jev-1.13.0,412.91,310,31
308,random-bits-20260922-101742-274937,108,2026-09-22T10:18:39.247841+08:00,0,0.69,0.31,0.37,jev-1.13.0,422.78,310,31
309,random-bits-20260922-101742-274937,109,2026-09-22T10:18:39.670816+08:00,0,0.7,0.3,0.4,jev-1.13.0,415.94,310,31
310,random-bits-20260922-101742-274937,110,2026-09-22T10:18:40.087027+08:00,0,0.7,0.3,0.4,jev-1.13.0,468.9,310,31
311,random-bits-20260922-101742-274937,111,2026-09-22T10:18:40.556463+08:00,0,0.63,0.37,0.26,jev-1.13.0,441.83,310,31
312,random-bits-20260922-101742-274937,112,2026-09-22T10:18:40.998620+08:00,0,0.68,0.32,0.35,jev-1.13.0,418.1,310,31
313,random-bits-20260922-101742-274937,113,2026-09-22T10:18:41.416937+08:00,0,0.7,0.3,0.4,jev-1.13.0,410.8,310,31
314,random-bits-20260922-101742-274937,114,2026-09-22T10:18:41.828005+08:00,0,0.69,0.31,0.39,jev-1.13.0,400.4,310,31
315,random-bits-20260922-101742-274937,115,2026-09-22T10:18:42.228835+08:00,0,0.68,0.32,0.36,jev-1.13.0,424.08,310,31
316,random-bits-20260922-101742-274937,116,2026-09-22T10:18:42.653270+08:00,0,0.69,0.31,0.39,jev-1.13.0,419.93,310,31
317,random-bits-20260922-101742-274937,117,2026-09-22T10:18:43.073428+08:00,0,0.69,0.31,0.38,jev-1.13.0,516.42,310,31
318,random-bits-20260922-101742-274937,118,2026-09-22T10:18:43.590309+08:00,0,0.7,0.3,0.4,jev-1.13.0,1026.04,310,31
319,random-bits-20260922-101742-274937,119,2026-09-22T10:18:44.616627+08:00,0,0.7,0.3,0.39,jev-1.13.0,434.49,310,31
320,random-bits-20260922-101742-274937,120,2026-09-22T10:18:45.051346+08:00,0,0.7,0.3,0.4,jev-1.13.0,902.3,310,31
321,random-bits-20260922-101742-274937,121,2026-09-22T10:18:45.954036+08:00,0,0.7,0.3,0.4,jev-1.13.0,757.54,310,31
322,random-bits-20260922-101742-274937,122,2026-09-22T10:18:46.711812+08:00,0,0.69,0.31,0.39,jev-1.13.0,396.34,310,31
323,random-bits-20260922-101742-274937,123,2026-09-22T10:18:47.108411+08:00,0,0.68,0.32,0.37,jev-1.13.0,469.46,310,31
324,random-bits-20260922-101742-274937,124,2026-09-22T10:18:47.578188+08:00,0,0.68,0.32,0.35,jev-1.13.0,476.64,310,31
325,random-bits-20260922-101742-274937,125,2026-09-22T10:18:48.055116+08:00,0,0.7,0.3,0.39,jev-1.13.0,469.32,310,31
326,random-bits-20260922-101742-274937,126,2026-09-22T10:18:48.524648+08:00,0,0.7,0.3,0.4,jev-1.13.0,418.29,310,31
327,random-bits-20260922-101742-274937,127,2026-09-22T10:18:48.943263+08:00,0,0.71,0.29,0.41,jev-1.13.0,446.73,310,31
328,random-bits-20260922-101742-274937,128,2026-09-22T10:18:49.390259+08:00,0,0.71,0.29,0.42,jev-1.13.0,392.71,310,31
329,random-bits-20260922-101742-274937,129,2026-09-22T10:18:49.783233+08:00,0,0.69,0.31,0.38,jev-1.13.0,464.89,310,31
330,random-bits-20260922-101742-274937,130,2026-09-22T10:18:50.248392+08:00,0,0.67,0.33,0.34,jev-1.13.0,394.38,310,31
331,random-bits-20260922-101742-274937,131,2026-09-22T10:18:50.643037+08:00,0,0.67,0.33,0.34,jev-1.13.0,405.0,310,31
332,random-bits-20260922-101742-274937,132,2026-09-22T10:18:51.048527+08:00,0,0.69,0.31,0.38,jev-1.13.0,906.61,310,31
333,random-bits-20260922-101742-274937,133,2026-09-22T10:18:51.955489+08:00,0,0.69,0.31,0.38,jev-1.13.0,423.3,310,31
334,random-bits-20260922-101742-274937,134,2026-09-22T10:18:52.379042+08:00,0,0.68,0.32,0.36,jev-1.13.0,403.66,310,31
335,random-bits-20260922-101742-274937,135,2026-09-22T10:18:52.782980+08:00,0,0.68,0.32,0.37,jev-1.13.0,477.06,310,31
336,random-bits-20260922-101742-274937,136,2026-09-22T10:18:53.260307+08:00,0,0.69,0.31,0.38,jev-1.13.0,414.58,310,31
337,random-bits-20260922-101742-274937,137,2026-09-22T10:18:53.675190+08:00,0,0.7,0.3,0.39,jev-1.13.0,398.71,310,31
338,random-bits-20260922-101742-274937,138,2026-09-22T10:18:54.074112+08:00,0,0.67,0.33,0.34,jev-1.13.0,474.07,310,31
339,random-bits-20260922-101742-274937,139,2026-09-22T10:18:54.548473+08:00,0,0.69,0.31,0.38,jev-1.13.0,410.85,310,31
340,random-bits-20260922-101742-274937,140,2026-09-22T10:18:54.959552+08:00,0,0.69,0.31,0.37,jev-1.13.0,880.71,310,31
341,random-bits-20260922-101742-274937,141,2026-09-22T10:18:55.840615+08:00,0,0.7,0.3,0.4,jev-1.13.0,461.49,310,31
342,random-bits-20260922-101742-274937,142,2026-09-22T10:18:56.302432+08:00,0,0.7,0.3,0.41,jev-1.13.0,437.44,310,31
343,random-bits-20260922-101742-274937,143,2026-09-22T10:18:56.740144+08:00,0,0.7,0.3,0.41,jev-1.13.0,447.22,310,31
344,random-bits-20260922-101742-274937,144,2026-09-22T10:18:57.187693+08:00,0,0.67,0.33,0.33,jev-1.13.0,430.93,310,31
345,random-bits-20260922-101742-274937,145,2026-09-22T10:18:57.618980+08:00,0,0.71,0.29,0.43,jev-1.13.0,431.1,310,31
346,random-bits-20260922-101742-274937,146,2026-09-22T10:18:58.050343+08:00,0,0.72,0.28,0.43,jev-1.13.0,415.27,310,31
347,random-bits-20260922-101742-274937,147,2026-09-22T10:18:58.465839+08:00,0,0.71,0.29,0.42,jev-1.13.0,820.17,310,31
348,random-bits-20260922-101742-274937,148,2026-09-22T10:18:59.286216+08:00,0,0.68,0.32,0.35,jev-1.13.0,437.64,310,31
349,random-bits-20260922-101742-274937,149,2026-09-22T10:18:59.724124+08:00,0,0.68,0.32,0.35,jev-1.13.0,1320.55,310,31
350,random-bits-20260922-101742-274937,150,2026-09-22T10:19:01.044952+08:00,0,0.67,0.33,0.35,jev-1.13.0,438.22,310,31
351,random-bits-20260922-101742-274937,151,2026-09-22T10:19:01.483487+08:00,0,0.71,0.29,0.42,jev-1.13.0,431.13,310,31
352,random-bits-20260922-101742-274937,152,2026-09-22T10:19:01.914836+08:00,0,0.67,0.33,0.34,jev-1.13.0,466.92,310,31
353,random-bits-20260922-101742-274937,153,2026-09-22T10:19:02.381997+08:00,0,0.7,0.3,0.4,jev-1.13.0,1302.64,310,31
354,random-bits-20260922-101742-274937,154,2026-09-22T10:19:03.684874+08:00,0,0.69,0.31,0.38,jev-1.13.0,439.13,310,31
355,random-bits-20260922-101742-274937,155,2026-09-22T10:19:04.124284+08:00,0,0.68,0.32,0.37,jev-1.13.0,433.08,310,31
356,random-bits-20260922-101742-274937,156,2026-09-22T10:19:04.557678+08:00,0,0.67,0.33,0.33,jev-1.13.0,504.83,310,31
357,random-bits-20260922-101742-274937,157,2026-09-22T10:19:05.062843+08:00,0,0.72,0.28,0.43,jev-1.13.0,413.86,310,31
358,random-bits-20260922-101742-274937,158,2026-09-22T10:19:05.476995+08:00,0,0.71,0.29,0.42,jev-1.13.0,444.39,310,31
359,random-bits-20260922-101742-274937,159,2026-09-22T10:19:05.921815+08:00,0,0.69,0.31,0.38,jev-1.13.0,452.46,310,31
360,random-bits-20260922-101742-274937,160,2026-09-22T10:19:06.374559+08:00,0,0.69,0.31,0.38,jev-1.13.0,471.35,310,31
361,random-bits-20260922-101742-274937,161,2026-09-22T10:19:06.846301+08:00,0,0.69,0.31,0.37,jev-1.13.0,446.63,310,31
362,random-bits-20260922-101742-274937,162,2026-09-22T10:19:07.293187+08:00,0,0.67,0.33,0.34,jev-1.13.0,762.81,310,31
363,random-bits-20260922-101742-274937,163,2026-09-22T10:19:08.056272+08:00,0,0.67,0.33,0.33,jev-1.13.0,420.63,310,31
364,random-bits-20260922-101742-274937,164,2026-09-22T10:19:08.477258+08:00,0,0.65,0.35,0.31,jev-1.13.0,508.71,310,31
365,random-bits-20260922-101742-274937,165,2026-09-22T10:19:08.986245+08:00,0,0.67,0.33,0.33,jev-1.13.0,407.47,310,31
366,random-bits-20260922-101742-274937,166,2026-09-22T10:19:09.393979+08:00,0,0.67,0.33,0.34,jev-1.13.0,453.18,310,31
367,random-bits-20260922-101742-274937,167,2026-09-22T10:19:09.847518+08:00,0,0.7,0.3,0.4,jev-1.13.0,422.92,310,31
368,random-bits-20260922-101742-274937,168,2026-09-22T10:19:10.270651+08:00,0,0.72,0.28,0.44,jev-1.13.0,442.23,310,31
369,random-bits-20260922-101742-274937,169,2026-09-22T10:19:10.713467+08:00,0,0.68,0.32,0.35,jev-1.13.0,959.67,310,31
370,random-bits-20260922-101742-274937,170,2026-09-22T10:19:11.673415+08:00,0,0.7,0.3,0.39,jev-1.13.0,438.71,310,31
371,random-bits-20260922-101742-274937,171,2026-09-22T10:19:12.112396+08:00,0,0.67,0.33,0.33,jev-1.13.0,444.48,310,31
372,random-bits-20260922-101742-274937,172,2026-09-22T10:19:12.557183+08:00,0,0.68,0.32,0.36,jev-1.13.0,469.59,310,31
373,random-bits-20260922-101742-274937,173,2026-09-22T10:19:13.027053+08:00,0,0.68,0.32,0.35,jev-1.13.0,447.38,310,31
374,random-bits-20260922-101742-274937,174,2026-09-22T10:19:13.474782+08:00,0,0.68,0.32,0.37,jev-1.13.0,409.07,310,31
375,random-bits-20260922-101742-274937,175,2026-09-22T10:19:13.884116+08:00,0,0.69,0.31,0.38,jev-1.13.0,454.8,310,31
376,random-bits-20260922-101742-274937,176,2026-09-22T10:19:14.339236+08:00,0,0.68,0.32,0.37,jev-1.13.0,442.59,310,31
377,random-bits-20260922-101742-274937,177,2026-09-22T10:19:14.782221+08:00,0,0.68,0.32,0.36,jev-1.13.0,433.58,310,31
378,random-bits-20260922-101742-274937,178,2026-09-22T10:19:15.216144+08:00,0,0.69,0.31,0.38,jev-1.13.0,477.01,310,31
379,random-bits-20260922-101742-274937,179,2026-09-22T10:19:15.693545+08:00,0,0.68,0.32,0.36,jev-1.13.0,448.16,310,31
380,random-bits-20260922-101742-274937,180,2026-09-22T10:19:16.142172+08:00,0,0.67,0.33,0.34,jev-1.13.0,447.2,310,31
381,random-bits-20260922-101742-274937,181,2026-09-22T10:19:16.589701+08:00,0,0.7,0.3,0.4,jev-1.13.0,940.63,310,31
382,random-bits-20260922-101742-274937,182,2026-09-22T10:19:17.530671+08:00,0,0.7,0.3,0.4,jev-1.13.0,456.79,310,31
383,random-bits-20260922-101742-274937,183,2026-09-22T10:19:17.987874+08:00,0,0.7,0.3,0.4,jev-1.13.0,445.5,310,31
384,random-bits-20260922-101742-274937,184,2026-09-22T10:19:18.433640+08:00,0,0.7,0.3,0.41,jev-1.13.0,404.22,310,31
385,random-bits-20260922-101742-274937,185,2026-09-22T10:19:18.838277+08:00,0,0.71,0.29,0.41,jev-1.13.0,922.57,310,31
386,random-bits-20260922-101742-274937,186,2026-09-22T10:19:19.761092+08:00,0,0.7,0.3,0.41,jev-1.13.0,457.32,310,31
387,random-bits-20260922-101742-274937,187,2026-09-22T10:19:20.218672+08:00,0,0.69,0.31,0.37,jev-1.13.0,426.42,310,31
388,random-bits-20260922-101742-274937,188,2026-09-22T10:19:20.645504+08:00,0,0.66,0.34,0.32,jev-1.13.0,473.52,310,31
389,random-bits-20260922-101742-274937,189,2026-09-22T10:19:21.119289+08:00,0,0.67,0.33,0.34,jev-1.13.0,444.89,310,31
390,random-bits-20260922-101742-274937,190,2026-09-22T10:19:21.564521+08:00,0,0.69,0.31,0.38,jev-1.13.0,416.53,310,31
391,random-bits-20260922-101742-274937,191,2026-09-22T10:19:21.981325+08:00,0,0.68,0.32,0.36,jev-1.13.0,484.49,310,31
392,random-bits-20260922-101742-274937,192,2026-09-22T10:19:22.466193+08:00,0,0.69,0.31,0.38,jev-1.13.0,414.57,310,31
393,random-bits-20260922-101742-274937,193,2026-09-22T10:19:22.881251+08:00,0,0.71,0.29,0.42,jev-1.13.0,422.88,310,31
394,random-bits-20260922-101742-274937,194,2026-09-22T10:19:23.304530+08:00,0,0.68,0.32,0.36,jev-1.13.0,426.61,310,31
395,random-bits-20260922-101742-274937,195,2026-09-22T10:19:23.731429+08:00,0,0.7,0.3,0.4,jev-1.13.0,434.32,310,31
396,random-bits-20260922-101742-274937,196,2026-09-22T10:19:24.166030+08:00,0,0.69,0.31,0.38,jev-1.13.0,429.35,310,31
397,random-bits-20260922-101742-274937,197,2026-09-22T10:19:24.595663+08:00,0,0.69,0.31,0.38,jev-1.13.0,445.29,310,31
